researcher_id,openalex_id,orcid,full_name,name_variants,openalex_profile_url,identity_status,identity_confidence,identity_match_method,institution_id,institution_name_raw,institution_name_normalized,institution_country_code,institution_type,publication_count,works_count_source,citation_count,h_index,first_publication_year,latest_publication_year,career_span_years,publications_last_3y,publications_last_5y,avg_citations_per_work,publication_cagr_3y,spatial_transcriptomics_flag,spatial_transcriptomics_count,single_cell_flag,single_cell_count,visium_flag,visium_count,xenium_flag,xenium_count,merfish_flag,merfish_count,slide_seq_flag,slide_seq_count,atac_seq_flag,atac_seq_count,multiome_flag,multiome_count,ngs_flag,technology_diversity_count,technology_recency_year,unique_coauthor_count,institution_collaboration_count,primary_source,evidence_count,feature_completeness_rate,record_quality_score,collection_run_id,pipeline_version,ontology_version,feature_dictionary_version,collected_at,validation_issue_count,warning_count
A5030607871,A5030607871,0000-0002-7394-3830,Sun Wook Cho,"Cho, Sun Wook|Sun Wook Cho|Sun Wook Cho (8911283)|Sun Wook 조순욱Cho",https://openalex.org/A5030607871,verified,1.0,provided_openalex_id,I2802457231,New Generation University College,New Generation University College,ET,education,238,OpenAlex,6188,45,2005,2026,22,42,98,26.0,-0.4545,0,0,1,7,0,0,0,0,0,0,0,0,0,0,1,9,0,2,2024,564,156,OpenAlex,72,1.0,100.0,20260731T085741Z,1.1.0,1.1,1.1,2026-07-31T08:57:41.782804+00:00,0,0
A5030936631,A5030936631,0000-0002-7653-3503,Eun Kyoung Kim,Dr. Eun Kyoung Kim|Eun Kyoung KIM|Eun Kyoung Kim|Eun kyoung Kim|Eun-Kyoung Kim|Eun Kyoung Kim|Eun‐Kyoung Kim|Jihoon Kim,https://openalex.org/A5030936631,verified,1.0,provided_openalex_id,I2802194831,Samsung Medical Center,Samsung Medical Center,KR,healthcare,347,OpenAlex,8644,46,1992,2026,35,26,53,24.9107,-0.3333,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,4,2025,1269,205,OpenAlex,72,1.0,100.0,20260731T085741Z,1.1.0,1.1,1.1,2026-07-31T08:57:41.782804+00:00,0,0
A5031068192,A5031068192,0000-0001-8058-332X,Seung‐Woo Cho,"Cho, Seung-Woo|Seung Woo Cho|Seung-Woo Cho|Seung-woo Cho|Seung‐Woo Cho",https://openalex.org/A5031068192,verified,1.0,provided_openalex_id,I165507594,Kangwon National University,Kangwon National University,KR,education,311,OpenAlex,13940,63,2000,2026,27,49,87,44.8232,-0.125,0,0,1,2,0,0,0,0,0,0,0,0,1,13,0,0,0,2,2025,977,189,OpenAlex,73,1.0,100.0,20260731T085741Z,1.1.0,1.1,1.1,2026-07-31T08:57:41.782804+00:00,0,0
A5031651244,A5031651244,,Ji Hun Ha,"Ha, Ji Hun|Ji Hun Ha",https://openalex.org/A5031651244,verified,1.0,provided_openalex_id,I848706,Sungkyunkwan University,Sungkyunkwan University,KR,education,3,OpenAlex,31,2,2017,2024,8,2,2,10.3333,2.0,1,6,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,2,2024,12,1,OpenAlex,71,1.0,100.0,20260731T085741Z,1.1.0,1.1,1.1,2026-07-31T08:57:41.782804+00:00,0,0
A5033057281,A5033057281,0000-0002-7701-2371,Yunjung Jin,"Jin, Yunjung|Yunjung Jin",https://openalex.org/A5033057281,verified,1.0,provided_openalex_id,I138925566,Ewha Womans University,Ewha Womans University,KR,education,22,OpenAlex,530,9,2018,2026,9,13,18,24.0909,1.6,1,7,1,10,1,2,0,0,0,0,0,0,0,0,0,0,0,3,2026,122,32,OpenAlex,73,1.0,100.0,20260731T085741Z,1.1.0,1.1,1.1,2026-07-31T08:57:41.782804+00:00,0,0
A5033646196,A5033646196,0000-0001-7525-4740,Se Jin Oh,S.J. Oh|Se Jin Oh|Se jin Oh|Sejin Oh|Se Jin Oh,https://openalex.org/A5033646196,verified,1.0,provided_openalex_id,I2802194831,Samsung Medical Center,Samsung Medical Center,KR,healthcare,109,OpenAlex,718,12,2006,2026,21,15,46,6.5872,-0.6429,1,2,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2024,360,50,OpenAlex,72,1.0,100.0,20260731T085741Z,1.1.0,1.1,1.1,2026-07-31T08:57:41.782804+00:00,0,0
A5036203067,A5036203067,0000-0002-9047-4896,Jeon Yeob Jang,JEON YEOB JANG|Jeon Jang|Jeon Y Jang|Jeon Yeob Jang,https://openalex.org/A5036203067,verified,1.0,provided_openalex_id,I16764540,University of Suwon,University of Suwon,KR,education,111,OpenAlex,2348,26,2008,2026,19,23,42,21.1532,-0.1154,1,2,1,5,1,1,0,0,0,0,0,0,0,0,0,0,1,4,2026,475,123,OpenAlex,73,1.0,100.0,20260731T085741Z,1.1.0,1.1,1.1,2026-07-31T08:57:41.782804+00:00,0,0
A5036338381,A5036338381,0000-0001-7093-2469,In Woong Han,"Han, In Woong|I W Han|I.W. Han|IN WOONG HAN|In W. Han|In Woong HAN|In Woong Han|In-Woong HAN|In-Woong Han|Inwoong Han|In Woong Han",https://openalex.org/A5036338381,verified,1.0,provided_openalex_id,I2802194831,Samsung Medical Center,Samsung Medical Center,KR,healthcare,265,OpenAlex,2627,27,2006,2026,21,46,117,9.9132,-0.566,0,0,1,16,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2026,714,217,OpenAlex,72,1.0,100.0,20260731T085741Z,1.1.0,1.1,1.1,2026-07-31T08:57:41.782804+00:00,0,0
A5038321538,A5038321538,0000-0002-5041-8638,Sungjin Min,Min Sungjin|Sungjin Min,https://openalex.org/A5038321538,verified,1.0,provided_openalex_id,I193775966,Yonsei University,Yonsei University,KR,education,27,OpenAlex,1516,16,2016,2025,10,4,10,56.1481,-0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,116,48,OpenAlex,72,1.0,100.0,20260731T085741Z,1.1.0,1.1,1.1,2026-07-31T08:57:41.782804+00:00,0,0
A5038366277,A5038366277,0000-0001-5575-836X,Keun Seok Lee,"K Seok Lee|K.S. Lee|Keun Seok Lee|Keun-Seok Lee|Lee, Keun Seok",https://openalex.org/A5038366277,verified,1.0,provided_openalex_id,I4210120052,National Cancer Center,National Cancer Center,KR,healthcare,347,OpenAlex,15024,51,1996,2026,31,59,153,43.2968,-0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2025,1753,600,OpenAlex,72,1.0,100.0,20260731T085741Z,1.1.0,1.1,1.1,2026-07-31T08:57:41.782804+00:00,0,0
A5038666848,A5038666848,0000-0002-7585-1841,Chang Ho Sohn,Chang Ho Sohn|Chang Ho sohn|Changho Sohn,https://openalex.org/A5038666848,verified,1.0,provided_openalex_id,I157485424,Korea Advanced Institute of Science and Technology,Korea Advanced Institute of Science and Technology,KR,education,42,OpenAlex,1661,16,2004,2026,23,9,17,39.5476,0.125,1,5,1,24,0,0,0,0,0,0,0,0,0,0,1,1,0,3,2026,226,70,OpenAlex,73,1.0,100.0,20260731T085741Z,1.1.0,1.1,1.1,2026-07-31T08:57:41.782804+00:00,0,0
A5038741908,A5038741908,,Kyeong Chan Im,"Im, Kyeong Chan|Kyeong Chan Im",https://openalex.org/A5038741908,verified,1.0,provided_openalex_id,I848706,Sungkyunkwan University,Sungkyunkwan University,KR,education,3,OpenAlex,53,2,2020,2024,5,2,2,17.6667,2.0,1,6,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,2,2024,5,2,OpenAlex,71,1.0,100.0,20260731T085741Z,1.1.0,1.1,1.1,2026-07-31T08:57:41.782804+00:00,0,0
A5039106930,A5039106930,0000-0002-7136-9724,Huiram Kang,Huiram Kang,https://openalex.org/A5039106930,verified,1.0,provided_openalex_id,I87111246,Catholic University of Korea,Catholic University of Korea,KR,education,18,OpenAlex,138,5,2023,2026,4,16,18,7.6667,7.0,1,1,1,43,0,0,0,0,0,0,0,0,0,0,1,2,0,3,2026,43,10,OpenAlex,73,1.0,100.0,20260731T085741Z,1.1.0,1.1,1.1,2026-07-31T08:57:41.782804+00:00,0,0
A5039165896,A5039165896,0000-0002-4980-0872,Jae Hun Jung,"J. Jung|Jae H. Jung|Jae Hun Jeong|Jae Hun Jung|Jae-Hun Jung|Jong-Kwan Jung|Jung, Jae Hun",https://openalex.org/A5039165896,verified,1.0,provided_openalex_id,I35928602,Kyung Hee University,Kyung Hee University,KR,education,102,OpenAlex,2684,27,2001,2025,25,5,15,26.3137,-0.6875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,478,131,OpenAlex,72,1.0,100.0,20260731T085741Z,1.1.0,1.1,1.1,2026-07-31T08:57:41.782804+00:00,0,0
A5040514663,A5040514663,0000-0003-3254-7679,Jinyeong Choi,"Choi, Jinyeong|JINYEONG CHOI|Jin-Yeong Choi|Jinyeong Choi",https://openalex.org/A5040514663,verified,1.0,provided_openalex_id,I4210119195,Korea Exercise Rehabilitation Association,Korea Exercise Rehabilitation Association,KR,nonprofit,41,OpenAlex,533,10,2014,2026,13,12,22,13.0,0.0,1,27,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,2,2026,73,28,OpenAlex,72,1.0,100.0,20260731T085741Z,1.1.0,1.1,1.1,2026-07-31T08:57:41.782804+00:00,0,0
A5042100493,A5042100493,,Ji Mi Ahn,Ji Mi Ahn,https://openalex.org/A5042100493,verified,1.0,provided_openalex_id,I57664883,Ajou University,Ajou University,KR,education,11,OpenAlex,472,9,2006,2024,19,1,4,42.9091,-0.6667,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2024,59,20,OpenAlex,71,1.0,100.0,20260731T085741Z,1.1.0,1.1,1.1,2026-07-31T08:57:41.782804+00:00,0,0
A5042831733,A5042831733,0009-0008-9046-076X,Youngbeen Moon,Youngbeen Moon,https://openalex.org/A5042831733,verified,1.0,provided_openalex_id,I4210120052,National Cancer Center,National Cancer Center,KR,healthcare,19,OpenAlex,110,5,2018,2025,8,10,11,5.7895,9.0,1,3,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,4,2025,64,19,OpenAlex,72,1.0,100.0,20260731T085741Z,1.1.0,1.1,1.1,2026-07-31T08:57:41.782804+00:00,0,0
A5043815269,A5043815269,0000-0002-7211-6278,Yong Woo Ji,"Ji, Yong Woo|Y Ji|Y W Ji|Y. Ji|Y. W. Ji|Y.W. Ji|Yong Ji|Yong Woo  Ji|Yong Woo Ji|Yongwoo Ji|Yuxiao Ji",https://openalex.org/A5043815269,verified,1.0,provided_openalex_id,I193775966,Yonsei University,Yonsei University,KR,education,110,OpenAlex,2011,24,1993,2026,34,24,47,18.2818,-0.1724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,438,116,OpenAlex,72,1.0,100.0,20260731T085741Z,1.1.0,1.1,1.1,2026-07-31T08:57:41.782804+00:00,0,0
A5044524626,A5044524626,0000-0002-9855-3185,Yoo Seob Shin,Y S Shin|Y Shin|Y. S. Shin|Y. Shin|Y.S. Shin|Y.‐S. Shin|Yoo Seob Seob Shin|Yoo Seob Shin|Yoo Shin|Yoo-Seob Shin|YooGyung Shin|Yoon Ji Shin|Yooseob Shin,https://openalex.org/A5044524626,verified,1.0,provided_openalex_id,I193775966,Yonsei University,Yonsei University,KR,education,237,OpenAlex,3763,33,1983,2025,43,18,44,15.8776,-0.6,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2024,662,161,OpenAlex,73,1.0,100.0,20260731T085741Z,1.1.0,1.1,1.1,2026-07-31T08:57:41.782804+00:00,0,0
A5044769724,A5044769724,,Hansong Lee,Hansong Lee|Lee Hansong,https://openalex.org/A5044769724,verified,1.0,provided_openalex_id,I4210149111,Pusan National University Yangsan Hospital,Pusan National University Yangsan Hospital,KR,healthcare,13,OpenAlex,186,8,2022,2025,4,7,13,14.3077,0.1667,1,2,1,10,1,1,0,0,0,0,0,0,0,0,0,0,0,3,2025,81,21,OpenAlex,70,1.0,100.0,20260731T085741Z,1.1.0,1.1,1.1,2026-07-31T08:57:41.782804+00:00,0,0
A5045212145,A5045212145,0000-0001-8564-0848,Joo Sang Lee,"Joo Lee|Joo Lee, MT(ASCP)|Joo S Lee|Joo S. Lee|Joo Sang Lee|Joo Sung Lee|Lee, Joo|Lee, Joo Sang",https://openalex.org/A5045212145,verified,1.0,provided_openalex_id,I4210140884,National Cancer Institute,National Cancer Institute,US,government,341,OpenAlex,5537,36,1994,2026,33,73,216,16.2375,-0.5655,1,6,1,31,1,2,0,0,0,0,0,0,0,0,1,3,0,4,2025,905,243,OpenAlex,71,1.0,100.0,20260731T085741Z,1.1.0,1.1,1.1,2026-07-31T08:57:41.782804+00:00,0,0
A5045410556,A5045410556,0000-0001-8605-5990,Han‐Eol Park,Han-Eol Park|Haneol Park|Han‐Eol Park,https://openalex.org/A5045410556,verified,1.0,provided_openalex_id,I193775966,Yonsei University,Yonsei University,KR,education,16,OpenAlex,420,8,2010,2024,15,1,4,26.25,-0.8,1,5,1,6,0,0,0,0,0,0,0,0,0,0,1,1,0,3,2024,64,19,OpenAlex,73,1.0,100.0,20260731T085741Z,1.1.0,1.1,1.1,2026-07-31T08:57:41.782804+00:00,0,0
A5045748813,A5045748813,,Ju Hyun Yun,Ju Hyun Yun,https://openalex.org/A5045748813,verified,1.0,provided_openalex_id,I138925566,Ewha Womans University,Ewha Womans University,KR,education,10,OpenAlex,124,6,2022,2025,4,7,10,12.4,1.3333,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3,2024,37,14,OpenAlex,71,1.0,100.0,20260731T085741Z,1.1.0,1.1,1.1,2026-07-31T08:57:41.782804+00:00,0,0
A5046207199,A5046207199,0000-0002-1728-3970,Juyoung Yoon,"J. Yoon|J.-Y. Yoon|Ju-Young Yoon|Juyoung Yoon|Yoon, Ju-Young|Yoon, Juyoung",https://openalex.org/A5046207199,verified,1.0,provided_openalex_id,I138925566,Ewha Womans University,Ewha Womans University,KR,education,750,OpenAlex,91028,146,1992,2026,35,112,191,121.3707,-0.0667,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2025,1439,381,OpenAlex,73,1.0,100.0,20260731T085741Z,1.1.0,1.1,1.1,2026-07-31T08:57:41.782804+00:00,0,0
A5049348377,A5049348377,0000-0002-1580-7224,Kyung Hae Jung,"JUNG, KYUNG HAE|Jee Hung Kim|K H Jung|K Jung|K. H. Jung|K. Jung|K.-H. Jung|K.H. Jung|KYUNG HAE JUNG|Kyung H. Jung|Kyung Hae Jung|Kyung-Hae Jung|KyungHae Jung|Kyungyeon Jung",https://openalex.org/A5049348377,verified,1.0,provided_openalex_id,I116631150,Ulsan College,Ulsan College,KR,education,449,OpenAlex,16216,55,1985,2026,42,70,144,36.1158,-0.3519,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2025,1978,611,OpenAlex,73,1.0,100.0,20260731T085741Z,1.1.0,1.1,1.1,2026-07-31T08:57:41.782804+00:00,0,0
A5049355350,A5049355350,0000-0002-8097-3878,Seunggeun Lee,"Lee, Seunggeun|S. Lee|SeungGeun Lee|Seunggeun (Shawn) Lee|Seunggeun Lee",https://openalex.org/A5049355350,verified,1.0,provided_openalex_id,,,,,,161,OpenAlex,11801,39,2008,2026,19,26,54,73.2981,-0.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2024,920,347,OpenAlex,65,0.8,92.0,20260731T085741Z,1.1.0,1.1,1.1,2026-07-31T08:57:41.782804+00:00,1,1
A5050317153,A5050317153,0000-0001-7700-3929,Byeong‐Cheol Ahn,"Ahn, Byeong-Cheol|B-C. AHN|B. Ahn|B.-C. Ahn|B.C. Ahn|Byeong-Cheol Ahn|Byeong‐Cheol Ahn|Byoeng-Cheol Ahn|안병철",https://openalex.org/A5050317153,verified,1.0,provided_openalex_id,I2801673063,Kyungpook National University Hospital,Kyungpook National University Hospital,KR,healthcare,405,OpenAlex,9284,50,1996,2026,31,42,82,22.9235,-0.2881,1,2,1,6,0,0,0,0,0,0,0,0,0,0,1,1,0,3,2026,768,226,OpenAlex,72,1.0,100.0,20260731T085741Z,1.1.0,1.1,1.1,2026-07-31T08:57:41.782804+00:00,0,0
A5050948502,A5050948502,0000-0002-9992-3942,Eungyeong Jang,E.C. Jang|E.C.J. Jang|Eun-gyeong Jang|Eungyeong Jang,https://openalex.org/A5050948502,verified,1.0,provided_openalex_id,I35928602,Kyung Hee University,Kyung Hee University,KR,education,60,OpenAlex,605,15,2008,2023,16,0,13,10.0833,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,157,20,OpenAlex,72,1.0,100.0,20260731T085741Z,1.1.0,1.1,1.1,2026-07-31T08:57:41.782804+00:00,0,0
A5052450087,A5052450087,0000-0003-0412-8709,Heounjeong Go,"Go, Heounjeong|H. Go|H.J. Go|Hakneung Go|Heounjeong Go",https://openalex.org/A5052450087,verified,1.0,provided_openalex_id,I116631150,Ulsan College,Ulsan College,KR,education,208,OpenAlex,4923,34,1997,2026,30,32,100,23.6683,-0.5733,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2025,623,196,OpenAlex,73,1.0,100.0,20260731T085741Z,1.1.0,1.1,1.1,2026-07-31T08:57:41.782804+00:00,0,0
A5052602817,A5052602817,0000-0002-2146-4336,Sun Shin,S. Shin|S.Y. Shin|Shin Sun|Sun Shin|Sun Young Shin,https://openalex.org/A5052602817,verified,1.0,provided_openalex_id,I4210127102,Korea Institute of Energy Research,Korea Institute of Energy Research,KR,facility,52,OpenAlex,973,16,2003,2026,24,6,16,18.7115,-0.625,1,1,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2024,183,41,OpenAlex,72,1.0,100.0,20260731T085741Z,1.1.0,1.1,1.1,2026-07-31T08:57:41.782804+00:00,0,0
A5052722112,A5052722112,0000-0001-8453-7347,Hyun‐Young Cha,Hyun-Young Cha|Hyun‐Young Cha,https://openalex.org/A5052722112,verified,1.0,provided_openalex_id,I57664883,Ajou University,Ajou University,KR,education,20,OpenAlex,381,11,2003,2024,22,1,2,19.05,-0.6667,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2024,86,14,OpenAlex,73,1.0,100.0,20260731T085741Z,1.1.0,1.1,1.1,2026-07-31T08:57:41.782804+00:00,0,0
A5052825364,A5052825364,,Gyeongjun Kim,Gyeongjun Kim,https://openalex.org/A5052825364,verified,1.0,provided_openalex_id,I139264467,Seoul National University,Seoul National University,KR,education,4,OpenAlex,80,2,2022,2024,3,1,4,20.0,-0.6667,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2024,12,14,OpenAlex,71,1.0,100.0,20260731T085741Z,1.1.0,1.1,1.1,2026-07-31T08:57:41.782804+00:00,0,0
A5053879044,A5053879044,0000-0002-3484-3749,Sungwoo Bae,"Bae, Sungwoo|S Bae|S.B. Bae|Sungwoo Bae",https://openalex.org/A5053879044,verified,1.0,provided_openalex_id,I139264467,Seoul National University,Seoul National University,KR,education,79,OpenAlex,460,12,2006,2026,21,50,59,5.8228,2.3333,1,112,1,45,1,37,1,3,0,0,1,2,0,0,0,0,0,5,2026,148,51,OpenAlex,73,1.0,100.0,20260731T085741Z,1.1.0,1.1,1.1,2026-07-31T08:57:41.782804+00:00,0,0
A5054931904,A5054931904,0000-0003-0433-2187,Yoon Ah Cho,Y. A. Cho|YOON AH CHO|Yoon Ah Cho|Yoon Cho|Yoon-Ah Cho,https://openalex.org/A5054931904,verified,1.0,provided_openalex_id,I2802194831,Samsung Medical Center,Samsung Medical Center,KR,healthcare,48,OpenAlex,676,16,2000,2025,26,13,21,14.0833,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2024,165,35,OpenAlex,72,1.0,100.0,20260731T085741Z,1.1.0,1.1,1.1,2026-07-31T08:57:41.782804+00:00,0,0
A5055121468,A5055121468,0000-0002-4929-798X,Hye Jin Heo,"HYE JIN HEO|Heo, Hye Jin|Heo, Hye Jin;Jung, Jun-Sub;Lee, Jung Ho;Han, Su Young;Bang, Hyun Bae;Song, Dong-Keun;Jun, Jong-Gab;|Hye Jin Heo",https://openalex.org/A5055121468,verified,1.0,provided_openalex_id,I4921948,Pusan National University,Pusan National University,KR,education,50,OpenAlex,815,15,2005,2026,22,12,17,16.3,1.0,1,2,1,2,1,1,0,0,0,0,0,0,0,0,1,3,1,5,2025,209,48,OpenAlex,73,1.0,100.0,20260731T085741Z,1.1.0,1.1,1.1,2026-07-31T08:57:41.782804+00:00,0,0
A5055913466,A5055913466,0000-0003-0027-5330,Namyoung Jung,N Jung|N. Jung|Namyoung Jung,https://openalex.org/A5055913466,verified,1.0,provided_openalex_id,I123900574,Pohang University of Science and Technology,Pohang University of Science and Technology,KR,education,17,OpenAlex,3254,9,2010,2025,16,3,5,191.4118,-0.25,1,2,1,7,0,0,0,0,0,0,0,0,0,0,1,2,0,3,2025,126,38,OpenAlex,73,1.0,100.0,20260731T085741Z,1.1.0,1.1,1.1,2026-07-31T08:57:41.782804+00:00,0,0
A5056078856,A5056078856,0000-0001-8761-0837,Nishant Thakur,Nishant Thakur|Thakur Nishant,https://openalex.org/A5056078856,verified,1.0,provided_openalex_id,I87111246,Catholic University of Korea,Catholic University of Korea,KR,education,34,OpenAlex,519,12,2016,2026,11,2,8,15.2647,-0.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,69,27,OpenAlex,72,1.0,100.0,20260731T085741Z,1.1.0,1.1,1.1,2026-07-31T08:57:41.782804+00:00,0,0
A5056137004,A5056137004,0000-0002-7137-8874,Hyeseong Lee,Hyeseong Lee,https://openalex.org/A5056137004,verified,1.0,provided_openalex_id,I134118262,Lewis University,Lewis University,US,education,45,OpenAlex,631,13,2017,2026,10,15,31,14.0222,-0.25,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2024,106,39,OpenAlex,72,1.0,100.0,20260731T085741Z,1.1.0,1.1,1.1,2026-07-31T08:57:41.782804+00:00,0,0
A5056969461,A5056969461,0000-0003-2491-3544,Beomseok Jeon,"B S Jeon|B. Jeon|B. S. Jeon|B.S. Jeon|Beom S. Jeon|Beom-Seok Jeon|BeomSeok Jeon|Beomseok Jeon|Beomseok. Jeon|Jeon, B.|Jeon, B.S.|Jeon, Beomseok",https://openalex.org/A5056969461,verified,1.0,provided_openalex_id,I2802835388,Seoul National University Hospital,Seoul National University Hospital,KR,healthcare,261,OpenAlex,5192,37,1992,2026,35,32,77,19.8927,-0.5152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2024,928,482,OpenAlex,72,1.0,100.0,20260731T085741Z,1.1.0,1.1,1.1,2026-07-31T08:57:41.782804+00:00,0,0
A5057036329,A5057036329,0000-0002-8895-2449,Hongyoon Choi,"Choi, Hongyoon|H. Choi|H.Y. Choi|Hong Y Choi|Hong Yoon Choi|Hongyoon CHOI|Hongyoon Choi",https://openalex.org/A5057036329,verified,1.0,provided_openalex_id,I139264467,Seoul National University,Seoul National University,KR,education,257,OpenAlex,3943,34,2007,2026,20,65,112,15.3424,-0.1216,1,174,1,70,1,23,1,14,0,0,1,2,0,0,0,0,1,6,2026,554,174,OpenAlex,73,1.0,100.0,20260731T085741Z,1.1.0,1.1,1.1,2026-07-31T08:57:41.782804+00:00,0,0
A5058349680,A5058349680,0000-0002-9796-8266,Yun Hak Kim,"Jung Won Kim|Kihun Kim|Kim, Yun Hak|Y H Kim|YUN HAK KIM|Yun H. Kim|Yun Hak Kim|Yun Kim|Yun-Hak Kim|Yun Hak Kim",https://openalex.org/A5058349680,verified,1.0,provided_openalex_id,I4210149111,Pusan National University Yangsan Hospital,Pusan National University Yangsan Hospital,KR,healthcare,258,OpenAlex,3384,32,1972,2026,55,99,159,13.1163,0.3026,1,2,1,31,1,1,0,0,0,0,0,0,0,0,1,3,1,5,2026,773,161,OpenAlex,72,1.0,100.0,20260731T085741Z,1.1.0,1.1,1.1,2026-07-31T08:57:41.782804+00:00,0,0
